title,year,plot,genre
Tyrant,2024,The story of people who gather to occupy samples for different purposes after the last sample of the so-called 'Tyrant Program' disappears in a delivery accident.,Action
Tobias and the Arcane Merchant,2024,Tobias the Hybrid Tram Engine's sense of identity is thrown into question when a mysterious enemy returns to the railway with a hidden agenda and throws everyone's lives into chaos.,Animation
Cosmica,2024,"A former legal professional embarks on a transformative spiritual journey after a supernatural encounter with her ancestors, discovering her healing gifts through the ancient art of Reiki.",Documentary
Man Freed,2024,"Romanticism meets the metaphysical as Lord Byron's famous closet drama makes its debut on screen, adapted and reimagined.",Drama
The Quest: Everest,2024,"'THE QUEST: Everest' Documentary is an extraordinary quest to deeper understand and climb the most legendary mountain in the world, while revealing the remarkable culture, history and nature of Nepal. <> This one-of-a-kind film begins with an exploration of the mysterious South Asian capital city of Kathmandu, before heading to the Himalayan village of Lukla nestled 9400 feet / 2865 meters up in the majestic Khumbu Valley. <> And though there are no roads that lead to Lukla, it is the starting point for most Mt. Everest expeditions in Nepal and where we begin our spectacular 9 day trek to Everest Base Camp. <> Upon arriving and settling in at the base of the most iconic mountain in the world, we are immersed in unique stories and bare witness to what it really takes to climb + survive for 43 more grueling days at 17,500 feet / 5334 meters and above in order to try to reach the daunting 29,032 foot / 8849 meter Summit of Planet Earth. <> From experiencing Mt. Everest like never before to taking in rarely seen accounts about one of the most fascinating countries, 'THE QUEST: Everest' is a captivating cinematic journey like no other, and one which embodies the incredible human spirit of adventure that lives inside us all.",Documentary
Alien Interloper the Movie,2024,"A feature-length animated film based on the television series ""Alien Interloper,"" Join Melay, Dexter, Issac, Onzoe and more for an adventure you'll never forget.",Animation
Untitled Disney,2024,"Plot unknown. Upcoming Walt Disney Animation Studios film, in co-production with Walt Disney Pictures.",Animation
Le Comte de Monte-Cristo,2024,A new adaptation of the famous novel by Alexandre Dumas.,Adventure
The Zone Action: The Movie,2024,"When an island populated is happy, Campers is visited by mysterious green piggies and villains, it's up to three unlikely outcasts - Heather, Dave and The Wolf - to figure out what a pigs are up to.",Animation
Otrazheniye tmy,2024,"Several young couples travel to a private island for a mysterious training retreat that promises to strengthen their relationship. However, during the Retreat, the heroes encounter an ancient demon - a Succubus. This monster feeds on the life energy of people, taking on someone else's appearance and provoking victims to show the worst qualities and do terrible things.",Horror
Cutter,2024,The story of a tough man who wakes up in a car accident after he is missing.,Thriller
Sloan,2024,Five Documentary Filmmakers Set Out To Document a Series of Unsolved Murders. They Get Closer to the Truth than the Police Ever Did.,Horror
I Know Exactly How You Die,2024,"When his slasher-fiction novel manifests in real life, hack writer Rian Burman has to finish his story without getting his protagonist murdered by a seriously sadistic Stalker who will stop at nothing to have her.",Horror
The Twelvemile,2024,A devoted family man comes face to face with something inexplicable as he struggles with his own mysterious past.,Mystery
Yoake no subete,2024,"Misa Fujisawa experiences premenstrual syndrome once a month. During those times, she tries to deal with her uncontrolled irritation at understanding her colleagues at work. One day, when she experiences PMS, her anger explodes at Takatoshi Yamazoe, who has recently begun working at the same company. It was just a small action that triggered her anger, causing her to feel self-hatred. Meanwhile, Takatoshi suffers from panic disorder. Due to that, he gave up on many things in his life and he carries a lethargic attitude to his life. Becoming aware of each other's situation, Takatoshi Yamazoe and Misa Fujisawa begin to share a bond and try to help each other.",Drama
The Watchers,2024,"Follows Mina, a 28-year-old artist, as she gets stranded in an extensive, immaculate forest in western Ireland. After finding shelter, she becomes trapped alongside three strangers, stalked by mysterious creatures each night.",Fantasy
Adil,2024,"Adil will be a hard-hitting animated documentary, anchored in a deeply personal transformation. It's a raw and direct account about a life driven by the extreme; told with a great desire and conviction to discover the keys to handle tragedy, depression and fame.",Documentary
Izvan vremena,2024,"""Izvan vremena"" (eng. Out of Time) is a feature-length documentary film, which deals with the personality phenomenon of one of the most talented Balkan ethno-pop performers, Bilja Krstic, who achieved a meteoric career in the former Yugoslavia with her impressive talent, beauty and youth.",Documentary
This is Cinema,2024,"After years of struggling to become filmmakers, Joe Dunville and Rob Romano are finally given the opportunity to get their first major production of the ground. In the process, they are confronted with realistic, grounded, relatable struggles we have all gone through.",Comedy
Man Goes on Rant,2024,"A man struggling with the end of a relationship goes down a fever-dream rabbit hole involving isolation, the millennium, 9/11, viruses and strange coincidences.",Drama
Gun Mountain,2024,"Deep in the forest, 28 trained fighters armed to the teeth compete to be the last one standing in this high-octane, hour long shootout.",Action
Blindazh,2024,"Two friends come to Saur-Mogila - nurse Sergey from Russia and German Paul. They are looking for things from the Second World War and are suddenly transported to 1941, during the battles at Saur-Mogila. The heroes are faced with a choice - to stay and help or return to their own time.",Sci-Fi
Til Death Do Us,2024,A married couple each suspect the other of infidelity. An accusation that could be fatal.,Thriller
IAMAI,2024,"An imaginative, genre-bending exploration of the relationship between humans and artificial intelligence.",Documentary
Quacker,2024,"After the fog cleared up the world, a baby duck tries to get stuck in a nest of the world's biggest egg.",Animation
Getting LOST,2024,"Getting LOST is a documentary revisiting the global television phenomenon LOST. Featuring interviews with the cast and crew, as well as members of the loyal fan base who still celebrate the show twenty years after it originally aired.",Documentary
